user	topic	link	utterance	category
Easton Ndyabasa	politics	https://twitter.com/search?q=hugo%20chavez&src=typed_query	what pains me is that Venezuela is being pushed into hands of puppets because of its Oil	insinuation
Midwestern Marx	politics	https://twitter.com/search?q=hugo%20chavez&src=typed_query	No wonder the US didn’t want Russia finding those biolabs in Ukraine & labeled them as a “conspiracy theory.”	insinuation
Steve Hanke	politics	https://twitter.com/search?q=hugo%20chavez&src=typed_query	The socialist regimes of Hugo Chávez and Nicolás Maduro have pushed #Venezuela into an economic death spiral.	dissent
Jim Benson	politics	https://twitter.com/search?q=hugo%20chavez&src=typed_query	Personally, I think Hugo Chavez was more convincing.	insinuation
Bint	politics	https://twitter.com/search?q=hugo%20chavez&src=typed_query	was right about Israel:	praise
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	Hugo Chavez is my hero.	praise
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	I have honestly suspected that the US somehow played a role in his death.	insinuation
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	Yet despite my suspicions the new evidence of US bio warfare inducing	insinuation
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	The US empire is truly the scum of the earth.	dissent
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	achieved so much for his people.	praise
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	Bringing increased literacy, building schools, building hospitals, providing food for low income	praise
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	massively increasing the number of pension funds for the elderly,	praise
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	overall investing the social surplus of Venezuela in it’s people.	praise
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	Any morale sane person would consider these to be tremendous gains for Venezuela.	insinuation
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	But the immoral empire of demons that is the United States	insinuation
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	Empire wishes to enslave the world, and throws a violent temper tantrum when it’s power is threatened.	insinuation
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	Exposed for the murderous fools they are.	insinuation
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	Such an affront to their power could not stand.	insinuation
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	The educated Venezuelan masses could not be tricked into divorcing themselves from Hugo	praise
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	thus the only option for the empire was assassination	insinuation
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	To kill the man	dissent
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	the man who led his people to such incredible increases in standard of living.	praise
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	Nothing scares the US more than seeing the people of Venezuela today taking up the legacy	insinuation
Midwestern Marx	politics	https://twitter.com/MarxMidwest/status/1555788782032621574	Defeat this demonic empire of monopoly capitalists who think they can enslave the world.	insinuation
Jack	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	I really enjoy your political commentary	praise
Amanda	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Article was definitely a long read but I gotta say there is so much I was unaware of that was happening	concession
Amanda	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	the people always saying “what about Venezuela” were just regurgitating talking points without any substance	insinuation
Amanda	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	but damn it is insane how deep this goes.	concession
Amanda	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Oil is the source of most evil in this world.	dissent
Amanda	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Capitalism has caused all the issues in Venezuela not socialism	insinuation
Jonathan	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Here from tiktok, this is an awesome article!	praise
Eddie Smith	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Oil is the Devil's excrement.	dissent
Deacon	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Incredible article, it really goes into depth	praise
Deacon	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	every reason why American interference is killing the Venezuelan society	insinuation
Deacon	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	I also praise the section that cites all sources	praise
Deacon	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	most articles don’t do that	dissent
Deacon	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	If there is a newsletter I could sign up for to be notified of new articles posted then I would love that.	praise
Mike Haye	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Thank you for a well researched explanation of what is happening in Venezuela	praise
Mike Haye	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	I was particularly interested in the proof of free and fair elections	concession
Mike Haye	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Also the causes of hyperinflation are complex and appreciate your touching on that.	concession
Mike Haye	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	And one day I can only hope my country will learn that the corporate greed dominating foreign policy needs to stop.	concession
Adam	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	A great but long read.	concession
Eddie Smith	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	The US will need to switch up their tactics if they want to see regime change	insinuation
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	it is so disheartening to see the deep misunderstanding of our situation by American	dissent
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	in both sides of the political spectrum	concession
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	here you largely demonstrated the other kind of misunderstanding	dissent
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Chavez and Maduro are as guilty as the US for our country’s state	concession
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Chavez destroyed any semblance of checks and balances,	dissent
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	allowed for unlimited re-elections	dissent
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	corrupted the electoral system	dissent
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	stole billions of dollars,	dissent
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	imprisoned and killed political dissidents	dissent
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	crushed freedom of speech and press.	dissent
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	I find your content very compelling	praise
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	this is one of those things where the government has been so effective at hushing	dissent
Marcello Massone	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	the atrocities that occur that the world remains largely misinformed.	dissent
Rita Queiruga	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Just because you are Venezuelan, "born and raised", does not mean that u are gonna have the truth	lecture
Rita Queiruga	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	since you've been abducted by the right to believe whatever they tell u without opening your eyes to the truth	insinuation
Rita Queiruga	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	The difference is I don't lean to a specific party	lecture
Rita Queiruga	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	I know politicians are usually bought and sold	insinuation
Rita Queiruga	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	the real people that fight for everyone's rights are made to be hated so we never thrive as a unified human race	insinuation
Rita Queiruga	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	Divide and conquer has and its the way we are still rule by.	insinuation
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	this article is the closest one to showing the actual effect sanctions have had in the country	praise
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	the fact that you are trying to erase the amount of research and historical context	insinuation
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	it happened to be that way for over 40 years and i see no one bringing that up	dissent
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	that is definitely something that should concern you	lecture
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	bc if we are talking about the unfairness of people remaining in power	lecture
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	he has been the only President in history to subject himself to a an election	praise
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	even the ones that get prosecuted like Leopoldo Lopez have European Embassy’s supporting and collaborating in their escape from the country	dissent
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	who actually took a deal with the government	insinuation
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	the people affected by their actions get absolutely no justice	dissent
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	they are turned in to heroes in the media	dissent
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	and they are idolized by the third to fourth generation europeans here	insinuation
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	europeans here that have internalized xenophobia and that would die before opening a book about socialism	insinuation
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	then you find those same heroes reuniting in Salamanca, Miami, Bogota living in expensive town houses	insinuation
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	never answering to their followers and not having to answer to the law for the crimes they have committed	dissent
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	they encouraged violence inside of a country that lead to people being burned alive	dissent
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	while protest is perfectly fine and a right	concession
Valentina Blanco	politics	https://www.midwesternmarx.com/articles/neo-colonialism-in-venezuela-and-its-coverage-in-western-media-by-edward-liger-smith#comments	you can’t shut a country down and put your name on it and expect no investigation	lecture
Wajahat Ali	society	https://twitter.com/WajahatAli/status/1558116137342275584	Unhinged men wanting to police the world through violence.	insinuation
Wajahat Ali	society	https://twitter.com/WajahatAli/status/1558116137342275584	I fear these examples of violence will only keep escalating with polarization, disinformation and extremism going mainstream.	dissent
Sportsbook Research	society	https://twitter.com/WajahatAli/status/1558116137342275584	how do we stop mainstream media on both sides from 24hr “Breaking News” fear mongering for profit?	dissent
Sportsbook Research	society	https://twitter.com/WajahatAli/status/1558116137342275584	It’s fracturing the country and they don’t care as long as cable news ratings stay steady.	insinuation
StrongRob	society	https://twitter.com/WajahatAli/status/1558116137342275584	Only one side is doxxing judges and encouraging hate towards govt officials.	insinuation
StrongRob	society	https://twitter.com/WajahatAli/status/1558116137342275584	You should delete your post & remove “both sides”.	dissent
sarahgf	society	https://twitter.com/WajahatAli/status/1558116137342275584	while the house votes for the massive dem-victory?	insinuation
sarahgf	society	https://twitter.com/WajahatAli/status/1558116137342275584	but do we think the Capitol police are on high alert?	insinuation
Jeff Jarvis	society	https://twitter.com/WajahatAli/status/1558116137342275584	This is not the time for pedantry but I limit my diagnosis to extremism.	concession
Sherry Gruber	society	https://twitter.com/WajahatAli/status/1558116137342275584	You’d think they don’t see the hypocrisy of adopting a radicalized perception of an otherwise peaceful faith.	insinuation
P M	society	https://twitter.com/WajahatAli/status/1558116137342275584	there is nothing strong or manly about violence!	dissent
Eddie Miles	society	https://twitter.com/WajahatAli/status/1558116137342275584	Guy looked middle eastern to me.	insinuation
Dead Philosophers Club	society	https://twitter.com/WajahatAli/status/1558116137342275584	The Murdoch press, social media, and disingenuous politicians led us to an abyss.	insinuation
Dead Philosophers Club	society	https://twitter.com/WajahatAli/status/1558116137342275584	That’s the tipping point we are rapidly approaching.	insinuation
David Dodson	society	https://twitter.com/WajahatAli/status/1558116137342275584	The right-wing (of the entire world), unable to win with either policy or ideas, now has nothing left but violence.	insinuation
Sue	society	https://twitter.com/WajahatAli/status/1558116137342275584	This is a result of MAGA, GOP and NRA lies	insinuation
David Ferguson	society	https://twitter.com/WajahatAli/status/1558116137342275584	To be fair, at this point it's too early to speculate on the motivation for the attack	concession
David Ferguson	society	https://twitter.com/WajahatAli/status/1558116137342275584	though one particular suspect comes to mind immediately	insinuation
Majid P.	religion	https://twitter.com/bariweiss/status/1558614098492866561	Which side are you on , you epitome of progress?	insinuation
Pacific Inent	religion	https://twitter.com/bariweiss/status/1558614098492866561	The FBI office in Cincinnati agrees.	insinuation
Jeffin Rodriquez	religion	https://twitter.com/bariweiss/status/1558614098492866561	You have a spine, lady!	praise
Carl .A.Hitchens	religion	https://twitter.com/bariweiss/status/1558614098492866561	That and collective brainwashing that we should hold these various irrational beliefs as "sacred" and worthy of "respect".	insinuation
Carl .A.Hitchens	religion	https://twitter.com/bariweiss/status/1558614098492866561	These are the consequences of tolerating irrational, mythological beliefs and having the cognitive infantility to perceive them as materially real	lecture
K delcade	religion	https://twitter.com/bariweiss/status/1558614098492866561	This is an excellent read from a courageous journalist	praise
wjmccartan-Billy	religion	https://twitter.com/bariweiss/status/1558614098492866561	for continuing to move the conversation in the appropriate direction.	praise
Michilines	religion	https://twitter.com/bariweiss/status/1558614098492866561	it reflects poorly on you & shows how little regard you have for him.	lecture
Michilines	religion	https://twitter.com/bariweiss/status/1558614098492866561	You could have condemned it & wished him well.	lecture
ABBA IS BACK	religion	https://twitter.com/bariweiss/status/1558614098492866561	So I guess not only the woke but the right wing have “ much in common w/the Ayatollah,” right	insinuation
ABBA IS BACK	religion	https://twitter.com/bariweiss/status/1558614098492866561	in right wing legislatures across this country banning books in libraries as far as the eye can see.	insinuation
ProfBleuU	religion	https://twitter.com/bariweiss/status/1558614098492866561	To call this a reach is generous.	dissent
ProfBleuU	religion	https://twitter.com/bariweiss/status/1558614098492866561	This “words are violence” group is a flimsy and lazy straw man she uses to,	dissent
carolinafreedom	religion	https://twitter.com/bariweiss/status/1558614098492866561	How is this acceptable?	dissent
Norman Spector	religion	https://twitter.com/bariweiss/status/1558614098492866561	it’s impossible to divorce this from the particular religious factor	lecture
marwanthe2nd	religion	https://twitter.com/bariweiss/status/1558614098492866561	That’s rich coming from a zionist who built her entire career on being a bloody apartheid supporter.	insinuation
Scott	religion	https://twitter.com/bariweiss/status/1558614098492866561	thank you for your common sense and integrity.	praise
Scott	religion	https://twitter.com/bariweiss/status/1558614098492866561	the essay on Salmon Rushdie have added richness and depth to the discourse in the public square.	praise
Nero	religion	https://twitter.com/bariweiss/status/1558614098492866561	the cowardice and illiberalism that has seeped into our societies.	dissent
Jack Manson	religion	https://twitter.com/bariweiss/status/1558614098492866561	That is because modern leftism has become a godless cult,	insinuation
edgar peusken	religion	https://twitter.com/bariweiss/status/1558614098492866561	in that logic mein kamp by adolf hitler didn't lead to violence and hate	insinuation
CrankyHinjew	religion	https://twitter.com/bariweiss/status/1558614098492866561	Brilliant in its simplicity.	praise
IcebergSlim2020	religion	https://twitter.com/bariweiss/status/1558614098492866561	people on Twitter expressing their 1A rights to critique.	insinuation
Randy Weeble	religion	https://twitter.com/bariweiss/status/1558614098492866561	Very sad how childish and easily manipulated we really are.	concession
Adam Smith	religion	https://twitter.com/bariweiss/status/1558614098492866561	They don’t care about free speech, they want free anti-religious speech.	insinuation
DerryMattingly	religion	https://twitter.com/bariweiss/status/1558614098492866561	It was words that led to this moment.	lecture
DerryMattingly	religion	https://twitter.com/bariweiss/status/1558614098492866561	I bet there are some words you wouldn’t say for their relationship to violence.	insinuation
The frogs are now demisexual	religion	https://twitter.com/bariweiss/status/1558614098492866561	She helped cultivate the leftist hate speech culture and now when the monster she helped create gets too big to control she whines.	insinuation
The frogs are now demisexual	religion	https://twitter.com/bariweiss/status/1558614098492866561	I can't with these people.	dissent
Wide Awake	religion	https://twitter.com/bariweiss/status/1558614098492866561	You're a nasty little bigot, aren't you?	insinuation
Wide Awake	religion	https://twitter.com/bariweiss/status/1558614098492866561	How dare you say that an academic calling words violence is similar to a far right religious crack pot calling for someone to be murdered.	lecture
Irate costumer	religion	https://twitter.com/bariweiss/status/1558614098492866561	The founders were right to protect speech from government intrusion, but it comes with a responsibility we’re all failing	lecture
HebrewCon	religion	https://twitter.com/bariweiss/status/1558614098492866561	why exactly are we importing the dwellers of the Middle East or the deep Congo, and their primitive conflicts?	insinuation
HebrewCon	religion	https://twitter.com/bariweiss/status/1558614098492866561	Let's be a nice Anglo-Western polity, not a sewer draining the world.	insinuation
Dan Kearl	religion	https://twitter.com/bariweiss/status/1558614098492866561	Who are you and why does anyone care what you think?	dissent
Sieur P.	religion	https://twitter.com/eksymons/status/1558191431021432832	This woule be impossible today given the demographics and the political submission to Islam of French Elites.	insinuation
Mark	politics	https://twitter.com/NikkiFried/status/1558567790285656064	The pro criminal campaign ad from you isn’t all that shocking though.	insinuation
ShinyDiscoCat	politics	https://twitter.com/NikkiFried/status/1558567790285656064	Had I been not white, I can't say Id have a clean record.	concession
Home Master	politics	https://twitter.com/NikkiFried/status/1558567790285656064	Trying to help the old pot stock portfolio eh?	insinuation
Styxhexenhammer	politics	https://twitter.com/NikkiFried/status/1558567790285656064	Dumb takes like this are why the drug war continues.	lecture
Biggies not Dead	politics	https://twitter.com/NikkiFried/status/1558567790285656064	When you're trying really hard to win that minority vote.	insinuation
Mr Observant	politics	https://twitter.com/NikkiFried/status/1558567790285656064	According to people like you, *everything* is racist.	insinuation
Richard Lee	politics	https://twitter.com/NikkiFried/status/1558567790285656064	Have you been to SF where there are needles everywhere on the street?	dissent
Richard Lee	politics	https://twitter.com/NikkiFried/status/1558567790285656064	you are dangerous to public safety and morality.	dissent
Richard Lee	politics	https://twitter.com/NikkiFried/status/1558567790285656064	Leave us alone and just move to SF.	insinuation
PaulMJD	politics	https://twitter.com/NikkiFried/status/1558567790285656064	Now comes the race card promoting the blue crime wave.	insinuation
PaulMJD	politics	https://twitter.com/NikkiFried/status/1558567790285656064	This is from someone who said she is qualified merely because she has a vagina	insinuation
N/A	politics	https://twitter.com/NikkiFried/status/1558567790285656064	Says the women who wants to get rich selling pot.	insinuation
Dottie Derewicz	politics	https://www.facebook.com/FoxNewsOpinion	Who cares what someone thinks that no one even knows or cares about.	dissent
jeanne kirby	lifestyle	https://www.facebook.com/NYPost	this is obviously a family that thinks for themselves.	lecture
jeanne kirby	lifestyle	https://www.facebook.com/NYPost	you think the kids are sent to public school.	insinuation
Sascha Cuperus	culture	https://www.facebook.com/VICE/	it's not possible to see the shortlist because u did not make them available in my country	dissent
James Sternhell	politics	https://www.facebook.com/VICE/	I have sent an important issue that VICE must address ASAP	lecture
Susan Krauss	culture	https://www.facebook.com/VICE/	I’m sure I’m not the only who is tired of seeing it	dissent
Susan Krauss	culture	https://www.facebook.com/VICE/	How about some fresh content, hmm?	lecture
Elizabeth Birell Ramsey	culture	https://www.facebook.com/VICE/	Not everyone has seen it	dissent
Susan Krauss	culture	https://www.facebook.com/VICE/	then you haven’t been paying any attention at all!	lecture
Chris Tapp	culture	https://www.facebook.com/VICE/	Does he also endorse the the acne products you are pushing?	insinuation
Chris Ware	lifestyle	https://www.facebook.com/VICE/	The same energy that flows through our body's is all around us.	lecture
Chris Ware	lifestyle	https://www.facebook.com/VICE/	In the trees the soil we are all connected.	lecture
Chris Ware	lifestyle	https://www.facebook.com/VICE/	Everything is this world is draining our energy.	insinuation
Chris Ware	lifestyle	https://www.facebook.com/VICE/	Sorry I don't practice grounding	concession
Betsy Bull	lifestyle	https://www.facebook.com/VICE/	Grounding feels so good	praise
Dave Elle	lifestyle	https://www.facebook.com/VICE/	If it's VICE it must be something straight men normally don't do	insinuation
Dave Elle	lifestyle	https://www.facebook.com/VICE/	VICE thinks they all should.	insinuation
Taylor Franz	lifestyle	https://www.facebook.com/VICE/	i have psycosis allot, and grounding is what i have to use to keep surviving.	concession
Taylor Franz	lifestyle	https://www.facebook.com/VICE/	Some people need it to stay in touch with reality, even normal people.	concession
Abram Keitovich	lifestyle	https://www.facebook.com/VICE/	Next you're gonna tell us that letting the sun fall upon our chocolate starfish for an hour a day is good for our well being too.	insinuation
Antonio Felix Barra	lifestyle	https://www.facebook.com/VICE/	Also known as walking barefooted	lecture
Isaac Rothberg	lifestyle	https://www.facebook.com/VICE/	Your article doesn’t even try to answer the question in the headline	dissent
Colin Shambough	lifestyle	https://www.facebook.com/VICE/	Everyone laugh reacting this has obviously never heard of Higgs Boson	insinuation
Colin Shambough	lifestyle	https://www.facebook.com/VICE/	This is literally science.	lecture
Colin Shambough	lifestyle	https://www.facebook.com/VICE/	Everything is connected whether you want to accept it or not.	lecture
Tara Anderson	lifestyle	https://www.facebook.com/VICE/	You’re a wise young man.	praise
Tara Anderson	lifestyle	https://www.facebook.com/VICE/	I’m inclined to believe you didn’t go to public schools	insinuation
Tas Tsementzis	lifestyle	https://www.facebook.com/VICE/	Grounding usually used by ppl practicing energy healing or channeling	insinuation
Richard Tank	lifestyle	https://www.facebook.com/VICE/	I have heard of this and have done it when safe	concession
James Schneider	lifestyle	https://www.facebook.com/VICE/	I don’t know if it works but I do it every day	concession
Lois Ofure Harris	lifestyle	https://www.facebook.com/VICE/	Honestly....I don't like this.	dissent
Lois Ofure Harris	lifestyle	https://www.facebook.com/VICE/	Sometimes your subconscious is telling you what your mind doesn't notice.	lecture
Lois Ofure Harris	lifestyle	https://www.facebook.com/VICE/	It's important to listen to your body and subconscious and objectively evaluate what needs to change.	lecture
Cathy Broadus	lifestyle	https://www.facebook.com/VICE/	Can you get that the point of this article is to say that we are fine RIGHT NOW	lecture
Cathy Broadus	lifestyle	https://www.facebook.com/VICE/	Just be, stop TRYING TO BECOME ALL THE TIME.	lecture
Cathy Broadus	lifestyle	https://www.facebook.com/VICE/	A little late for me, but I pray the young folk get this lesson quickly before you waste precious time on bs!	concession
Joe Mckee	lifestyle	https://www.facebook.com/VICE/	awwww, now that is precious!	praise
Virginia Kelley	lifestyle	https://www.facebook.com/VICE/	I guess they mean talking to yourself *about* yourself in the 3rd person.	lecture
Susan Holling	lifestyle	https://www.facebook.com/VICE/	I always did it anyway, but was thrilled to be justified.	concession
Bobby Dehn	lifestyle	https://www.facebook.com/VICE/	You did not read the article.	insinuation
Brett A. Singer	lifestyle	https://www.facebook.com/VICE/	I don't need you to understand the relevance of my comment.	lecture
Brett A. Singer	lifestyle	https://www.facebook.com/VICE/	I decline the invitation to play your schoolyard games.	dissent
Bobby Dehn	lifestyle	https://www.facebook.com/VICE/	Just saying ur comment shows you didn't read the article	insinuation
Bobby Dehn	lifestyle	https://www.facebook.com/VICE/	it is misplaced at best and therefor irrelevant.	dissent
Bobby Dehn	lifestyle	https://www.facebook.com/VICE/	It's called accuracy when stating an opinion, not school yard games.	lecture
Bobby Dehn	lifestyle	https://www.facebook.com/VICE/	I know that's a tough concept these days with a lot of people. & btw, you've already joined me	insinuation
Mark Lanford	health	https://www.facebook.com/VICE/	That’s the first stage of hoboism	insinuation
Isaac Lila	health	https://www.facebook.com/VICE/	I unironically do this.	concession
Rayne Royer	health	https://www.facebook.com/VICE/	Mostly in my internal monolog but also externally from time to time.	concession
Rayne Royer	health	https://www.facebook.com/VICE/	Been very curious if many others do this but haven't had much opportunity to ask.	concession
Lisa Fay Adams	health	https://www.facebook.com/VICE/	I do it more often and it really helps.	concession
Jamil Voss	health	https://www.facebook.com/VICE/	Interesting, for a while I used the word, "we," as when considering what one has done	concession
Jamil Voss	health	https://www.facebook.com/VICE/	it leads one to consider all that was done to make it possible	concession
Jamil Voss	health	https://www.facebook.com/VICE/	Also, saying "I" a lot can mess with one's head, but it certainly depends on context.	concession
Jamil Voss	health	https://www.facebook.com/VICE/	For a general appreciation of work, I may say, "we."	concession
Mark Ardiz	health	https://www.facebook.com/VICE/	Talking about your self to others in the third person is a sign of acute sociopathy.	insinuation
Brett A. Singer	health	https://www.facebook.com/VICE/	It's an intriguing theory but sociopathy has much more telling signs.	lecture
Joe Mckee	health	https://www.facebook.com/VICE/	say what you want, but I don't think being a sociopath is very cute..	dissent
Mishia D. Mitchell	health	https://www.facebook.com/VICE/	Keep referring to 'pegging the boyfriend'	insinuation
David Smelewski	health	https://www.facebook.com/VICE/	I do it on the golf course all the time	concession
Ralph Richard	health	https://www.facebook.com/VICE/	call me crazy but I tend to do this when I’m in a tight spot	concession
